city,places name,Rating,distance,category,places description
Bhuj,Prag Mahal,3.6,1,Historical,"Prag Mahal is a palace which was built in 19th century. It is located next to the popular Aina Mahal in Bhuj of Gujarat. Situated in the heart of the city, Prag Mahal is easily accessible. The entry fee is also nominal. Visitors are accompanied by one of the staff members as a guide to show them the intricate work at the mahal."
Bhuj,Banni Grassland Reseve,3.1,55,Wildlife/Nature,"Spread across an area of 3,847 square kilometers, are currently legally protected under the status as a Protected or Reserve Forest in India. It has been identified as one of the last remaining habitants of Cheetah in India by Wildlife Institute Of India."
Bhuj,Chari-Dhand wetland conservation reserve,3.1,52,Beaches,"Located on the edge of arid Banni grasslands and the marshy salt flats of the Rann of Kutch, this is a seasonal desert wetland and only gets swampy during a good monsoon."
Bhuj,Kutch Museum,3.9,1,Historical,"Initially an integral part of School of Arts, Kutch Museum is the oldest museum in the state. It has a marvellous collection of antiques dating back to 1st century AD. The Kutch Museum was a private collection to display all the unique gifts Maharao Khengarji III received on his wedding, prior to opening the gates forever for the public, who were earlier allowed only on special occasions."
Bhuj,"Clock Tower, Bhuj",3.9,1,Urban/Modern,"With a height of 45 feet, Clock Tower is a prominent feature of Prag Mahal. Visitors are drawn to this 19th century Italian Gothic structure in large numbers for the stunning panoramic view it provides of the town. The architectural marvel has also been featured in numerous well-known Bollywood and Gujarati movies."
Bhuj,Living and Learning Design Centre,3.9,14,Historical,"Living and Learning Design Centre is an 8-acre crafts resource and educational campus developed to protect, preserve and promote the traditional Kutchi crafts. The centre also provides training and support to the local craftsperson to keep their craft alive and reach the worldwide market through their studios, gallery and museum to enhance their source of income."
Bhuj,Kranti Tirth,3.9,55,Historical,"Kranti Tirth is a massive memorial complex built in the honour of Shyamji Krishna Varma who was a well-known Indian Freedom Fighter, Journalist and a Lawyer. The memorial complex houses important memories of Shyamji and his sacrifices. It provides a glimpse into the historic Indian Freedom Struggle that was fought to free the country from the British Reign."
Bhuj,Kutch Fossil Park,3.9,37,Wildlife/Nature,"The Kutch Fossil Park was established in 2002 by Mohan Singh Sodha, an Army Veteran and a passionate fossil collector. He solely gathered and showcased this unique historic preserve for about half a century now."
Bhuj,Bharatiya Sanskruti Darshan Museum,3.9,0,Historical,"Bharatiya Sanskruti Darshan Museum has an extensive collection of folk art, textile art, crafts, paintings, rural/traditional architecture and archaeological samples belonging to the region including the remote areas. The valuable articles were collected by a Government Servant who travelled to most areas of the region while in service and wished to display them together under one roof for the public to enrich their knowledge about the region."
Bhuj,Bhujia Hill,3.9,2,Historical,"Overlooking the beautiful town, Bhujia Hill is a prominent natural formation considered to be of immense religious and historical importance. It is often associated with the legendary victory of Bhujanga against Bheria Kumar. It also served as a perfect location for Bhujia Fort that adds to the aesthetic appeal of the splendid Hill and defended the Jadeja Chiefs. The hill requires at least 200 stairs to reach the top."
Bhuj,Hill Garden,3.9,3,Historical,"A hilltop amusement park, Hill Garden is a favourite picnic spot in the town. With some rides, boating facilities, a museum and a splendid little water park, the attraction is a youngsterês hub. The location is also perfect to get a beautiful panoramic view of the town and enjoy a mesmerising sunset amidst the beautiful natural surroundings."
Bhuj,Vande Mataram Memorial,3.9,8,Historical,"Located at a distance of 10 kms from Bhuj, in the village of Bhujodi in Gujarat, Vande Mataram Memorial is a museum and one of the top tourist attractions in the city. Sprawling over 12 acres of land area, the memorial is built by the Ashapura Foundation to commemorate the most important struggles faced by the Indian soldiers right from the Revolt of 1857 to the Freedom Movement of 1947. It is a tribute to the brave and fearless freedom fighters of India."
Danta Ambaji,Gabbar Hill,3.4,46,Mountains,"These hills are situated on the Gujarat Rajasthan border. If legend is to be believed, this is the place where the heart of the dead Devi Sati fell. There are 999 steps leading to this holy temple and a holy lamp is always burning on these hills facing the Ambe temple."
Danta Ambaji,Ambaji Mata Temple,3.4,47,Temple,"In the holy temple of Arasuri Ambaji, there is no statue or idol worshipped. A triangular Vishwa Yantra, inscribed with figures and the syllable 'Shree' in the center, represents the deity."
Danta Ambaji,Kailash Hill Sunset,3.1,47,Mountains,This is a picnic cum pilgrimage spot just 1.5km away from Ambaji. A beautiful Shivalaya is present on top of the Kailash Tekari. One can reach it by the steps and trekking a bit in the hilly area.
Danta Ambaji,Kamakshi Mandir,3.1,48,Temple,"Just 1 km from Ambaji, the Kamakshidevi Temple Complex showcase all the 51 Shakti Piths of India. These centers of cosmic power are reconstructed and installed in a single complex, providing information to all devotees."
Danta Ambaji,Koteshwar,3.6,95,Historical,"8 Km from Ambaji and very close to the source of the Saraswati River, there exist an ancient Shri KoteshwarMahadev Temple which was essentially a Valmiki Mahadev Temple renovated by Maharana Pratap of Mewar. From the ""Mouth of the Holy Cow"" or Gomukh, it has a holy kund which flows into Saraswati River."
Dwarka,Dwarkadhish Temple,3.5,1,Temple,"Having a history of over 2500 years, this Chalukya style of architecture is a temple dedicated to Lord Krishna. The five storied main shrine is grand and marvelous in itself and needs no further highlights."
Dwarka,Nageshwar Jyotirlinga,3.5,16,Temple,"One of the 12 famous self-existent temples, Nageshwara Jyotirlinga Temple too houses a curious myth about its origin. The giant, beautiful and artistic statue of Lord Shiva mesmerizes tourists and pilgrims alike with its aesthetic appeal."
Dwarka,Bet Dwarka,3.4,27,Beaches,"Located around 30 km from the main town of Dwarka Beyt Dwarka is a small island and was the main port in the region before the development of Okha. While the island is enclosed by a few temples, white sand beach and coral reefs, the beach is also popular among tourists for its marine life, sea excursions, camping and picnics."
Dwarka,Dwarka Beach,3.5,1,Beaches,"Along the Arabian Sea coast, Dwarka Beach is a good place to relax in the evenings. Popular among both the locals and tourists, Dwarka Beach is located quite close to the main temples in town."
Dwarka,Rukmini Devi Temple,3.4,1,Temple,"A small structure is an important shrine dedicated to Krishna's beloved consort, Rukmani Devi. Not as majestically gigantic , this shrine is an architectural masterpiece in itself."
Dwarka,Dwarka Lighthouse,3.5,1,Urban/Modern,"The tower, 43m in height was inaugurated on 15th July 1962. Tourists can enjoy the panoramic view of the sunset."
Dwarka,Gomti Ghat,3.1,1,Temple,"If the holy scriptures are to be believed, the Gomti River is none other than the Ganges, descending directly from heaven. The most sought after spots out of the various shrines and ghats this is the place where the river meets the mighty ocean."
Dwarka,Gopi Talav,3.1,20,Wildlife/Nature,"Legend has it that this is the lake where Krishna used to entice his Gopis (young female inhabitants) with his youthful pranks and romantic nature. About 20km , the lake is surrounded by sandal like yellow sand which is used by the devotees to make tilaks on their bodies. It is quite a pretty sight."
Dwarka,Bhadkeshwar Mahadev Temple,3.9,1,Historical,"Bhadkeshwar Mahadev Mandir, dedicated to Lord Shiva, is an ancient temple, some 5000 years old, which was built around a self-manifested Shivaling found in the Arabian Sea."
Dwarka,Gita Temple,3.1,1,Temple,"Built by the industrialist family of Birla in 1970, it is constructed using white marble resulting in a magnificent and awe inspiring structure. The temple was made to capture and preserve the teachings and values of the Bhagavad Gita, the religious book of the Hindus."
Dwarka,Sudama Setu,3.9,1,Lakes/Rivers,"Sudama Setu Bridge is a stunning suspension bridge built for pedestrians to cross River Gomti. The bridge was named after Sudhama, Lord Krishna's childhood friend. It was inaugurated by Anandiben Patel, the CM of Gujarat in 2016."
Dwarka,ISKCON Dwarka,3.9,2,Temple,"Located on Devi road, the ISKCON Temple in Dwarka is yet another manifestation of the Krishna Consciousness. Housing idols of Lord Krishna and Goddess Radha draped in rich attires and ornated in flowers, this is an entirely stone-built temple."
Dwarka,"Swaminarayan Mandir, Dwarka",3.9,1,Temple,"Located very close to the beautiful seashore and the Dwarkadish temple, Swami Narayan Mandir is a shrine dedicated to Lord Swaminarayan, an avatar of Lord Vishnu. The shrine is a relatively new structure, with intricate architecture expressed through sculptures and embossed wall work."
Dwarka,Dunny Point,3.9,29,Wildlife/Nature,"Located at Dwarka Beyt, Dunny Point is a mesmerising island-like spot and a great place for water-based activities and bird watching. This uninhibited point is an eco-tourism site also offers an impressive marine camping and safari option along its coral-embedded water site."
Dwarka,Shivrajpur Beach,3.9,10,Wildlife/Nature,"Nestled 12 km from Dwarka along the Dwarka-Okha Highway in Gujarat, Shivrajpur Beach is one of the most renowned beaches in the state. It is a white sand beach with azure blue waters that received the prestigious Blue Flag Beach certification in October 2020. Visitors might catch a sight of dolphins or beautiful birds here."
Gandhinagar,Akshardham Temple,3.7,3,Temple,"The Akshardham temple in the city is one of the biggest temples in India, and it is a major pilgrim destination that many people swarm to. This temple was built by the same organization as the one in Delhi and is very much similar to it. Located in the capital of Gujarat, the complex took over 13 years to build in the honor of Swaminarayan and his life and teachings. Akshardham mandir is situated at the center of the 23-acre complex, which is built from 6,000 metric tons of pink sandstone from Rajasthan."
Gandhinagar,Adalaj Stepwell,3.7,9,Urban/Modern,"Adalaj Stepwell is a magnificent structure built brilliantly to curb water crisis in and around Adalaj Village. The stepwell is located at a distance of 3 to 4 kilometres to the south-west of Gandhinagar, the capital city of Gujarat. The Adalaj Stepwell was built in 1498 and is one of the many step wells built in India to provide access to groundwater. The entire architecture is an excellent illustration of the intelligence of the engineers and architects India had even at that time."
Gandhinagar,Children's Park,3.1,15,Wildlife/Nature,"An attraction for children and holiday, makers of the Children's Park in Sector 28 has a mini train and a lake with boating facilities. It is yet another famous destination and people often go here for an evening stroll with friends and families as the serenity and tranquility of the park makes it an appropriate place to sit and relax."
Gandhinagar,Sarita Udyan,3.1,3,Wildlife/Nature,"Sarita Udyan is a picnic spot that is popular among the locals, and this is located adjacent to a deer park, which is another must see location. It never fails to enthrall both kids as well as adults."
Gandhinagar,Puneet Van,3.9,2,Wildlife/Nature,"Puneet Van literally translates to ¥Holy forest' in Gujarati, and this botanical garden has been carefully named so. The peculiarity of this garden is that it houses over 3500 trees and plants, and they are all chosen and arranged in accordance with Hindu mythology and astrological significance! The garden is divided into 4 astrological division and the plants are named after planets, stars and zodiacs."
Gandhinagar,Fun World,3.9,4,Beaches,"Like the name suggests, Fun World is an excursion into the adventure packed and excitement filled world of rides and games! Right from thrilling rollercoasters like Dragon, Saya Trooper, Spin Tora, Sky Train, etc. to unforgettable experiences like the Horror House, Jungle Safari and Wonder Tunnel, this place has it all. After this fun-filled day, relax at the Resto Lounge and try some mouth-watering dishes at the Cafeteria."
Gandhinagar,Craftsmen's Village,3.9,1,Lakes/Rivers,"Set behind the Sabarmati river and popular for its Bandhani Sarees, the Craftsman Village in Gandhinagar is visited by hundreds of tourists and shoppers every day. Sarees and dresses are hand printed and decorated with wooden printing blocks in vivacious colours. The cloths available here are carefully worked on by skilled craftsman and are quite economical too."
Gandhinagar,Trimandir,3.9,9,Historical,"Spanning over more than 40000 sq ft, the Trimandir in Gandhinagar celebrates Jainism, Shaivism and Vaishnavism under one roof. The entire temple is surrounded by a lush green garden, classic wooden benches and a beautiful towering fountain. The premises of the temple also include an informative museum and a mini-theatre that plays shows about the history of these cultures."
Gandhinagar,Indroda Nature Park,3.9,4,Wildlife/Nature,"Resting on the banks of River Sabarmati is a 400-hectare gem, the Indroda Dinosaur and Fossil Park. Not only is this park the second largest dinosaur-egg hatchery in the world, but it also houses skeletons of gigantic mammals like the blue whale! The premises of the park include a vast botanical garden, an amphitheatre and an interpretation centre equipped with all the camping facilities."
Gandhinagar,Aalloa Hills Resort Golf Course,3.9,14,Mountains,"Snuggled in the unending bright green landscapes rests the Aalloa Hills Resorts Golf Course. Spreading over a whopping 500 acres, this resort is the perfect getaway you need from the blaring racket of the metropolis. While you play golf on this 9-hole 34-par golf course, you can spot peacocks and nilgais strolling about the landscape in all their glory!"
Gandhinagar,Rani Roopmatis Mosque,3.9,22,Temple,"Boasting of a unique blend of Hindu and Mughal architecture, Rani Roopmati's mosque is an architectural gem of Gujarat. Built in the early 1400s, the mosque is dedicated to Rani Roopmati, the Hindu wife of the Sultan of Ahmedabad. The ostentatious pillars, intricately carved walls and the ornate three-dimensional decorations are sure to leave you awestruck."
Gandhinagar,Sant Sarovar Dam,3.9,3,Lakes/Rivers,"Built to block the fierce currents of River Sabarmati, the Sant Sarovar Dam is one of the most frequently visited picnic destinations of Gandhinagar. Set right by the Sarita Garden, many people come here to take a dip in the holy river and spend a fun-filled weekend with their loved ones. Tread carefully during monsoons- it may get slippery and the currents are stronger."
Gandhinagar,Capital Complex lake,3.9,1,Lakes/Rivers,"An example of architectural brilliance, the Capital Complex of Gandhinagar houses the important legislative buildings of the state- Vitthalbhai Patel Bhawan, which houses the Vidhan Sabha and the Legislature Office, the Narmada Bhawan and the Sardar Bhawan. Surprising thing is, all these monuments lie amidst a huge lake! One may visit the Capital Complex but needs special clearance and permission to visit any of the buildings."
Gandhinagar,The Vithalbhai Patel Bhawan,3.9,1,Historical,"Comprising the Vidhan Sabha and the legislature office, the Vithalbhai Patel Bhawan is a striking monument that stands on a podium- right in the middle of a lake! An important legislative monument of the state, the Vithalbhai Patel Bhawan also connects the Narmada Bhawan and Sardar Bhawan from inside. Special clearance and permission is required to enter the premises of this grand monument."
Gandhinagar,"Hanuman Temple, Gandhinagar",3.9,1,Temple,"Built to honour Lord Hanuman, the epitome of bravery and loyalty, the Hanuman Temple in Gandhinagar holds tremendous religious significance in the hearts of the locals. The saffron idol here has a mountain borne on his shoulders. Tuesdays and Saturdays are considered auspicious and sees a traffic of thousands of devotees every week."
Gandhinagar,Mahudi Jain Temple,3.9,33,Temple,"Built over 2000 years ago, the Mahudi Jain Temple in Gandhinagar houses the infamous idol of Ghantakarna Mahavir Dev, which is believed to possess miraculous powers. Thousands of devotees, Jain and otherwise, come here to pray to this idol and seek the blessings of the lord. Once you make a wish, the devotees climb 30 feet to ring a bell to have their desires fulfilled."
Gandhinagar,Swarnim Park,3.9,0,Wildlife/Nature,"Swarnim Park is an urban park situated in Sector 12B in Gnadhinagar. The highlight of the park is a life like statue of Sardar Patel in the centre. It also has well-maintained lawns, pretty flower beds and orderly joggers' track."
Gandhinagar,Swapna Srushti Water Park,3.9,18,Wildlife/Nature,"Swapna Srushti Water Park is the most amazing and thrilling water amusement park located on the Gandhinagar- Mahudi highway in Gujarat. The water park boasts of artificial water falls, wave pools, snow fall and the most adventurous water rides like pendulum, missisipi, miracle tunnel etc. Spread over a humongous 130 acres of land, the park also has artificial waterfalls, snowfall area, fog and rain and a children's playground."
Girnar,Girnar Jain Temples,3.1,3,Temple,"There is a group of Jain temples in Girnar and are all unique yet similar in architecture and style. The Neminath Temple, built from 1128 AD to 1159 AD, is one of the main attractions."
Girnar,Girnar Parikrama,3.4,1,Temple,"This is a massive annual event for Hindus. More than ten lakh pilgrims come to Girnar to carry out the procession. The procession of sadhus and pilgrims begins, and ends, at the Bhavanat Temple."
Junagadh,Mahabat Maqbara,3.5,1,Historical,"Also known as Mausoleum of Bahaduddnbhai Hasainbhai, this place is a mausoleum and its unique architecture makes it one of the most important attractions of Junagarh."
Junagadh,Uparkot Fort,3.4,1,Historical,"Over 2300 years old, with walls up to 20m high in some places, there used to be a 300 ft. deep moat inside the walls which reportedly used to be inhabited by crocodiles for the fort's protection."
Junagadh,Girnar Hill,3.4,10,Mountains,"Just 5 km from Junagadh town, Girnar Hills are a collection of hills, whose origins can be traced back to the Vedas. It has been considered to be a religious place even as long before in the Mohan-jo-daro period."
Junagadh,Adi-kadi Vav & Navghan Kuwo,3.4,1,Historical,"These are two step wells inside the Uperkot Fort. Usually wells are dug into the ground through layers of soli, stones, etc. and the construction is like that done above the ground."
Junagadh,Gir National Park,3.4,58,Wildlife/Nature,"Being the sole home for Asiatic lions, this place is of course famous for spotting lions. Official count said that there were 411 lions in 2010. Also, there are roughly different 2375 species of fauna here with 38 species of mammals, over 300 species of birds, 37 species of reptiles and over 2000 species of insects."
Junagadh,Edicts of Ashoka,3.4,2,Historical,A site with an inscription of fourteen Edicts of Emperor Ashoka is found on a large boulder on the way to mount Girnar. It is located within 2km of Uperkot Fort and is a major tourist attraction.
Junagadh,Sarkheswar Beach,3.1,116,Beaches,Sarkeshwar Beach is one good place to relax and enjoy. Sound of the waves here are very soothing and the shore is lined by tiny and beautiful sea shells.
Junagadh,Buddhist Caves,3.1,1,Historical,"These aren't exactly caves but rooms carved out of stones and were used as monk's headquarters. The oldest, the Khapara Kodia caves belong to 3rd-4th century AD and are plainest of all cave groups."
Junagadh,Jain Temples in Junagadh,3.1,7,Temple,"There is a group of Jain temples in Girnar and are all unique yet similar in architecture and style. The Neminath Temple, built from 1128 AD to 1159 AD, is one of the main attractions."
Junagadh,Sakkarbaug Zoological Gardens,3.9,2,Historical,"Situated on the Junagadh Rajkot Highway, Sakkarbaug Zoological Gardens aka Junagadh Zoo aka Sakkarbaug Zoo is a massive zoological park in Junagadh popular for the purebred Asiatic lions. Besides a variety of birds and animals including wild boar, blue bull, antelope etc.; the park also has an in-house natural history museum and a veterinary hospital."
Junagadh,Parikrama of Girnar hills,3.1,9,Temple,"This is a massive annual event for Hindus. More than ten lakh pilgrims come to Girnar to carry out the procession. The procession of sadhus and pilgrims begins, and ends, at the Bhavanat Temple."
Junagadh,Madhavpur Beach,3.9,60,Beaches,"Lined with gorgeous coconut trees and boasting of an ethereal landscape, Madhavpur is a stunning beach in Madhavpur. The other side of the beach, across the road, has verdant green grass and vegetation which makes the area look even more pleasant."
Junagadh,Shri Swaminarayan Mandir,3.9,1,Temple,"Located on Jawahar Road in Junagadh, Shri Swaminarayan Mandir is a revered Hindu temple dedicated to Lord Swaminarayan - a Hindu saint, yogi, ascetic and the founder of Swaminarayan Sampraday which is a Hindu religious sect. Lord Swaminarayan built the temple himself and idols of several deities were installed in the temple premises."
Junagadh,Dattatreya Temple,3.9,8,Temple,"Located on the top of the Girnar Mountain in Junagadh in Gujarat, Dattatreya Temple is revered Hindu temple. It is dedicated to the holy trinity of Brahma, Vishnu and Shiva collectively known as Dattatreya or Datta."
Junagadh,Tulsi Shyam Springs,3.9,79,Wildlife/Nature,"Located in the premises of Gir Forest National Park, Tulsi Shyam Springs is a group of three hot sulphur streams alongside a Lord Vishnu Temple. The first is warm, the second is slightly hot, and the third stream is boiling hot; it is believed to have curative powers. It is believed to a dip in the springs can cure one of the skin diseases."
Junagadh,Goddess Ambe Temple,3.9,1,Temple,"Situated on the top of the Girnar Hill in Junagadh, Gujarat, Goddess Ambe Temple or Ambe Mata Temple is a revered Hindu temple and an important pilgrimage site for the Hindus. Dedicated to the Hindu Goddess Ambe Ma, the shrine is mostly visited by newly wed couples. The temple also provides a picturesque view of the town below."
Junagadh,Ahmedpur Mandvi Beach,3.9,105,Wildlife/Nature,"Ahmedpur Mandvi Beach is a 6 kms long pristine coastline kissed by the sparkling waters of the Arabian Sea. Situated on the junction of Diu and Gujarat, the beach is dotted with windmills and boasts of soft white sands. The beach is ideal of swimming, water sports and dolphin spotting and is visited by a large number of tourists throughout the year."
Junagadh,Darbar Hall Museum,3.9,1,Historical,"The former residencial palace of the rulers of Junagadh was later converted into a magnificent Darbar Hall Museum exhibiting the splendid possessions of the 19th century Nawabs. The repository has several galleries exuding with opulence and grandeur, decked with palatial rooms, goods, weapons, palanquins, pictures, photographs and artefacts etc."
Junagadh,Jatashankar Mahadev Temple,3.9,6,Temple,"Jatashankar Mahadev Temple is a Hindu temple situated on the rear side of Mountain Girnar in Junagadh, Gujarat. The temple is enshrined by God Shiva in the form of his shivalinga which is naturally bathed by a stream flowing along and its water falling on the idol itself. The place is also the origin of river Sonrekh and is covered in ethereal beauty."
Junagadh,Moti Baug,3.9,2,Wildlife/Nature,"Situated inside the premises of Junagadh Agricultural University, Moti Baug is a botanical park. Established in memory of a pet dog by Nawab Muhammad Mahabat Khanji III, the park is popular for its rich greenery and colourful flora. Besides offering a refreshing space for walks and jogs, the park also sites a pond amid a line of banyan and other dense trees."
Junagadh,Shri Damodar Hari Temple,3.9,6,Temple,"At the base of Ashwatthama Hill in the Girnar Mountain range in Junagadh, Gujarat, there is a sacred Hindu temple called Shri Damodar Temple alongside a holy water pond called Damodar Kund. The temple is enshrined by Lord Krishna and is surrounded by natural beauty lush greenery. The premises also have a gaushala to tend to cows."
Junagadh,Damodar Kund Water Reserve,3.9,3,Mountains,Damodar Kund Water Reserve is situated at the foothills of Mountain Girnar and is considered holy by the Hindus pertaining to certain myths and legends. The ghat at the lake is used to cremate dead bodies and the water is believed to have properties to dissolve bones. The lake also has a temple and many poojas are performed at the site.
Junagadh,Dataar Hills,3.9,8,Mountains,"Dataar Hills is a holy site in Junagadh, Gujarat, popular for housing the shrine of Jamiyal Shah Datar at the top of the mountain peak. The shrine is worshipped by Hindus and Muslims alike. The shrine also offers a spectacular panoramic view of the town below and is a famous tourist spot. Urs festival is celebrated with great pomp and show."
Junagadh,Willingdon Dam,3.9,3,Mountains,Wellington Dam in built over the Kalwa river at the foothills of Mountain Girnar in Junagadh and is a beautiful tourist spot. The water from Wellington Dam is used for commercial and domestic places in Junagadh and adjoining villages. The dam is best visited during monsoon when the rains increase the water level and you can watch he enchanting waterfalls.
Patan,Rani ki Vav,4.2,1,Historical,"Rani Ki Vav or 'Queen's Stepwell' is a distinctive form of water storage system located in the small town of Gujarat called Patan, on the banks of River Saraswati. Believed to be the grandest stepwell in the state of Gujarat, Rani ka Vav epitomises the peak of Maru-Gujarat architectural style. The 900-year-old structure listed as a UNESCO World Heritage Site is displayed prominently in the new ₹ 100 currency note issued by the Reserve Bank of India."
Patan,Sahastralinga Talav,3.2,3,Lakes/Rivers,"Situated in the north-west of Patan, Sahastralinga Talav is an artificial water storage tank constructed by the Chalukyan king Sidharaj Jai Singh in the late eleventh century. The tank gets water supply by a channel from river Sarasvati. Back then the tank would be brimming with water, the architectural design of the tank is praised for being the perfect amalgamation of design for water conservation and also reflection of the Hindu spirituality."
Patan,Patola Saree Making Unit,3.2,1,Urban/Modern,"The beautiful hand-woven Patola Sarees are famous worldwide and Patan is said to be the home of Patola artists. It is one of the most sought after possession for women. It takes a lot of time from start to finish a patola saree. A lot of time, intricate work, hand-woven, all of this together contribute to raising the price of a Patola which mostly starts from 20,000 and goes up to several lakhs depending on the work done and thread used."
Patan,Shopping in Patan,3,0,Other,"Patan is famous for its Patola sarees. These are beautiful sarees with extensive thread work and natural colours. Their price range starts from 20,000 and can touch 25,00,000 INR depending on the intricacy of the work and use of thread. Patan also has an array of other shopping stores including jewellery, handicrafts, readymade clothes and other souvenir shops. However, the Patola sarees top it all. There are Patola woven stoles, kerchiefs and even scarfs too."
Patan,Patan Patola Heritage Museum,3.9,2,Historical,"Nestled in the historic city of Patan, Gujarat, the Patan Patola Heritage Museum stands as a testament to the rich tradition of Patola silk weaving. The Patan Patola Heritage Museum is dedicated to showcasing the exquisite art of Patola silk weaving, a heritage craft that has been practiced for centuries in Patan. Patola sarees are renowned for their intricate double ikat patterns and vibrant colors, making them highly prized among connoisseurs of textile art."
Patan,Parshwanath Jain Tirth Panchasara Patan,3.9,1,Wildlife/Nature,"The Parshwanath Jain Tirth Panchasara in Patan, Gujarat, stands as a revered sanctuary of Jain spirituality and devotion. Nestled amidst verdant surroundings, this sacred pilgrimage site attracts devotees from far and wide seeking solace and divine blessings. Adorned with splendid architectural marvels, the tirtha boasts majestic temple complexes adorned with intricate carvings and ornate sculptures, offering a visual feast for visitors."
Patan,Modhera Sun Temple,3.9,30,Historical,"Nestled in the quaint town of Modhera in Gujarat, India, the Modhera Sun Temple stands as a magnificent tribute to ancient Indian architecture and religious devotion. This temple, dedicated to the solar deity Surya, is renowned for its exquisite craftsmanship, intricate carvings, and spiritual significance. Let's delve into the captivating history, architecture, and cultural heritage of the Modhera Sun Temple."
Patan,Rudra Mahalaya,3.9,27,Historical,"Nestled in the historic town of Siddhpur in Gujarat, India, Rudra Mahalaya stands as a testament to the architectural brilliance and cultural heritage of ancient India. This majestic structure, also known as Rudra Mahal, is steeped in history, mystery, and spiritual significance. Let's embark on a journey to explore the captivating allure of Rudra Mahalaya."
Patan,Patan Fort,3.9,2,Historical,"Perched atop a hill in the quaint town of Patan in Gujarat, India, lies the majestic Patan Fort, also known as the Fort of Rani Ki Vav. This architectural marvel stands as a testament to the valor of the Chaulukya dynasty and the rich heritage of medieval India. Let's delve into the captivating history, architecture, and cultural significance of Patan Fort."
Patan,Trikam Barot Ni Vav,3.9,1,Historical,"Nestled within the ancient town of Patan in Gujarat, India, Trikam Barot Ni Vav stands as a remarkable testament to the region's rich heritage of stepwell architecture. Also known as Trikam Barot Vav, this intricately designed structure showcases the mastery of ancient engineers and artisans while serving as a vital water source and social hub for the local community. Let's delve into the captivating history, architectural features, and cultural significance of Trikam Barot Ni Vav."
Porbandar,Barda Hills Wildlife Sanctuary,3.5,20,Wildlife/Nature,"Located at about 15 km from Porbandar, the Sanctuary is distributed in two districts i.e. Porbandar and Jamnagar. The Sanctuary area is a green surrounded by agriculture fields, wastelands and forest and the terrain of Barda is almost hilly."
Porbandar,"Kirti Mandir, Porbandar",4.2,3,Temple,"The Kirti temple was built honoring Mahatma Gandhi . The ancestral house of Bapu and Kasturba Gandhi is placed right beside the temple . Visitors can have glimpses of the house and walking through its corridors is a mesmerizing experience in its own. It was built on behalf of Porbandar city dwellers in 1944 on Gandhi's release from prison.
Oil paintings of both Mahatma Gandhi and Kasturba Gandhi are portrayed in the temple engaging many history buffs from all over the world. Political figures from all around the world often come to pay respect to the father of the nation."
Porbandar,Porbandar Bird Sanctuary,3.4,1,Wildlife/Nature,"This 1 kilometer square area is visited annually by migratory birds. Flamingos, Grebes, Pelicans, Ducks and geese, Avocets, Coots, Cormorants, Herons, Egrets, Bittern, Storks, Ibis, Spoonbill, Cranes, Whistling Teals, Gulls, Terns, Jacanas, Ruff, Red shanks, Indian roller and many other varieties of winged, fluffy creatures pay a visit during the winters."
Porbandar,Porbandar Beach,3.1,2,Historical,"Also known as Willingdon Marina Beach, Porbandar Beach is one of the famous and most amazing attractions of Porbandar. Don't foret to visit Huzur Palace which is a great tourist spot located near the beach."
Porbandar,Nehru Planetarium,3.6,2,Urban/Modern,"Also known as the Tara Mandir, the Nehru planetarium is built mainly for the children. There are regular shows held in this planetarium which showcases various celestial bodies."
Porbandar,Miyani Beach,3.1,33,Beaches,"One among the undeveloped and virgin beach located at a distance of 36 km from Porbandar, Miyani Beach gives a splendid experience. One can also enjoy other tourist attractions near Miyani beach which includes Sudama temple, Kirti temple, Harsidhhi temple and Brahma temple."
Porbandar,"Bharat Mandir, Porbandar",3.1,2,Temple,"About 2km from the town, Bharat Mandir also Known as India Temple showcases many sculptures, pictures and other artifacts about the Indian tradition. Located opposite to Nehru Planetarium in a garden, the temple houses stone carvings and brass reliefs of heroes from Hindu mythology on the pillars."
Porbandar,Sri Hari Mandir,3.9,4,Temple,"Sri Hari Mandir in Porbandar is unique in its objective. It is one of the premier establishments of modern India which provides Vedic education and practical training in rituals of Hinduism to Rishikul students. Apart from being a gurukul, it is also a grand temple for deities like Shri Lakshmi Narayan, Radha Krishna, Karunamayi Goddess, Lord Ganesh and more."
Porbandar,Bhutnath Mahadev Temple,3.9,2,Temple,"Bhutnath Mahadev Temple is a quiet, little place where followers of the Shaivaite faith can gather to offer prayers to the God of Destruction. The lingam is considered very pious here, and devotees pay respect to it on an everyday basis as well as special occasions like Shivratri."
Porbandar,Krishna Sudama Mandir,3.9,2,Temple,"Sudama Mandir of Porbandar, built by Sri Ram Devji Jethwa of the Jethwa dynasty between 1902 and 1907, is dedicated to Lord Krishna's friend Sudama. Gujarat was the land of the entire clan of Lord Krishna, and the ruler was a devotee of the same.The grand structure made of white marbles is a revered destination, especially for newly married royal couples of Rajasthan."
Porbandar,Ghumli,3.9,30,Historical,"Once the prosperous capital of Saindhava and then the Jethwa dynasty of Sourashtra back in the 12th-13th century, Ghumli is now an important and preserved archaeological site. The village features a number of temples, historical gates and other structures built by the dynasties. Navlakha temple and Ashapura temples are a must-visit for the visitors."
